annotator,image_id,
Juliano,accordion_rot_s_5.jpg,
Juliano,accordion_rot_s_6.jpg,
Juliano,accordion_rot_s_10.jpg,
Juliano,box_hat_rot_s_1.jpg,
Juliano,box_hat_rot_s_2.jpg,
Juliano,box_hat_rot_s_7.jpg,
Juliano,box_hat_rot_s_8.jpg,
Juliano,briefcase_rot_s_7.jpg,
Juliano,briefcase_rot_s_8.jpg,
Juliano,briefcase_rot_s_9.jpg,
Juliano,briefcase_rot_s_10.jpg,
Juliano,cardboard_rot_s_7.jpg,
Juliano,cardboard_rot_s_8.jpg,
Juliano,chair_recliner_rot_s_3.jpg,
Juliano,chair_recliner_rot_s_4.jpg,
Juliano,chair_rot_s_8.jpg,
Juliano,chapstick_rot_s_3.jpg,
Juliano,chapstick_rot_s_4.jpg,
Juliano,clamp_rot_s_3.jpg,
Juliano,clamp_rot_s_4.jpg,
Juliano,cocktail_umbrella_rot_s_9.jpg,
Juliano,cocktail_umbrella_rot_s_10.jpg,
Juliano,container_open_rot_s_9.jpg,
Juliano,container_open_rot_s_10.jpg,
Juliano,controlbox_rot_s_1.jpg,
Juliano,controlbox_rot_s_2.jpg,
Juliano,controlbox_rot_s_7.jpg,
Juliano,controlbox_rot_s_8.jpg,
Juliano,extension_cord_rot_s_5.jpg,
Juliano,extension_cord_rot_s_9.jpg,
Juliano,extension_cord_s_2.jpg,
Juliano,extension_cord_s_4.jpg,
Juliano,extension_cord_s_8.jpg,
Juliano,fakeapple_rot_s_5.jpg,
Juliano,fakeapple_rot_s_6.jpg,
Juliano,flask_rot_s_1.jpg,
Juliano,flask_rot_s_2.jpg,
Juliano,flask_rot_s_3.jpg,
Juliano,flask_rot_s_4.jpg,
Juliano,fuel_tank_rot_s_1.jpg,
Juliano,fuel_tank_rot_s_2.jpg,
Juliano,fuel_tank_rot_s_3.jpg,
Juliano,fuel_tank_rot_s_4.jpg,
Juliano,gift_box_rot_s_7.jpg,
Juliano,gift_box_rot_s_8.jpg,
Juliano,gift_box_rot_s_9.jpg,
Juliano,gift_box_rot_s_10.jpg,
Juliano,gloves_rot_s_5.jpg,
Juliano,gloves_rot_s_6.jpg,
Juliano,hand_puppet_rot_s_1.jpg,
Juliano,hand_puppet_rot_s_2.jpg,
Juliano,handbag_rot_s_9.jpg,
Juliano,handbag_rot_s_10.jpg,
Juliano,holy_vase_rot_s_5.jpg,
Juliano,holy_vase_rot_s_6.jpg,
Juliano,jacket_rot_s_5.jpg,
Juliano,jacket_rot_s_6.jpg,
Juliano,jacket_rot_s_9.jpg,
Juliano,jacket_rot_s_10.jpg,
Juliano,jug_rot_s_5.jpg,
Juliano,jug_rot_s_6.jpg,
Juliano,jug_rot_s_9.jpg,
Juliano,jug_rot_s_10.jpg,
Juliano,kettle_rot_s_7.jpg,
Juliano,kettle_rot_s_8.jpg,
Juliano,lotion_rot_s_7.jpg,
Juliano,lotion_rot_s_8.jpg,
Juliano,measuring_spoons_rot_s_7.jpg,
Juliano,measuring_spoons_rot_s_8.jpg,
Juliano,nailpolish_rot_s_9.jpg,
Juliano,nailpolish_rot_s_10.jpg,
Juliano,notebook_rot_s_1.jpg,
Juliano,notebook_rot_s_2.jpg,
